customer_name,customer_segment,region,state,city,product_name,category,sub_category,order_date,order_month,order_year,ship_date,ship_month,ship_year,delivery_time_in_days,ship_mode,sales,quantity,discount,discount_amount,cost,profit
Eugene Hildebrand,Home Office,East,Ohio,Troy,#10 Self-Seal White Envelopes,Office Supplies,Envelopes,2013-04-09,4,2013,2013-04-15,4,2013,6,Standard Class,8.872,1,0.2,1.77,5.66,3.2161
Eugene Hildebrand,Home Office,East,Ohio,Troy,Catalog Binders with Expanding Posts,Office Supplies,Binders,2013-04-09,4,2013,2013-04-15,4,2013,6,Standard Class,121.104,6,0.7,84.77,222.02,-100.92
Maris LaWare,Consumer,East,Pennsylvania,Philadelphia,"Global Wood Trimmed Manager's Task Chair, Khaki",Furniture,Chairs,2014-11-07,11,2014,2014-11-12,11,2014,5,Standard Class,127.372,2,0.3,38.21,158.31,-30.9332
Maris LaWare,Consumer,East,Pennsylvania,Philadelphia,Xerox 191,Office Supplies,Paper,2014-11-07,11,2014,2014-11-12,11,2014,5,Standard Class,47.952,3,0.2,9.59,31.77,16.1838
Matt Hagelstein,Corporate,West,California,San Diego,"Executive Impressions 14"" Contract Wall Clock",Furniture,Furnishings,2012-12-05,12,2012,2012-12-09,12,2012,4,Standard Class,44.46,2,0.0,0.0,29.79,14.6718
Brian Thompson,Consumer,East,Maryland,Clinton,Advantus Map Pennant Flags and Round Head Tacks,Office Supplies,Fasteners,2012-07-09,7,2012,2012-07-14,7,2012,5,Standard Class,15.8,4,0.0,0.0,10.74,5.056
Brian Thompson,Consumer,East,Maryland,Clinton,Fellowes Powershred HS-440 4-Sheet High Security Shredder,Technology,Machines,2012-07-09,7,2012,2012-07-14,7,2012,5,Standard Class,464.97,3,0.0,0.0,255.73,209.2365
Brian Thompson,Consumer,East,Maryland,Clinton,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Furniture,Furnishings,2012-07-09,7,2012,2012-07-14,7,2012,5,Standard Class,181.96,2,0.0,0.0,161.94,20.0156
Brian Thompson,Consumer,East,Maryland,Clinton,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",Office Supplies,Labels,2012-07-09,7,2012,2012-07-14,7,2012,5,Standard Class,12.39,3,0.0,0.0,6.69,5.6994
Brian Thompson,Consumer,East,Maryland,Clinton,"Performers Binder/Pad Holder, Black",Office Supplies,Binders,2012-07-09,7,2012,2012-07-14,7,2012,5,Standard Class,84.09,3,0.0,0.0,42.04,42.045
Brian Thompson,Consumer,East,Maryland,Clinton,Prismacolor Color Pencil Set,Office Supplies,Art,2012-07-09,7,2012,2012-07-14,7,2012,5,Standard Class,79.36,4,0.0,0.0,46.82,32.5376
Brian Thompson,Consumer,East,Maryland,Clinton,GBC Recycled VeloBinder Covers,Office Supplies,Binders,2012-07-09,7,2012,2012-07-14,7,2012,5,Standard Class,153.36,9,0.0,0.0,82.81,70.5456
Brian Thompson,Consumer,East,Maryland,Clinton,Wilson Jones Active Use Binders,Office Supplies,Binders,2012-07-09,7,2012,2012-07-14,7,2012,5,Standard Class,43.68,6,0.0,0.0,22.28,21.4032
Brian Thompson,Consumer,East,Maryland,Clinton,Project Tote Personal File,Office Supplies,Storage,2012-07-09,7,2012,2012-07-14,7,2012,5,Standard Class,98.21,7,0.0,0.0,69.73,28.4809
Jasper Cacioppo,Consumer,West,California,Riverside,Crayola Colored Pencils,Office Supplies,Art,2013-12-14,12,2013,2013-12-20,12,2013,6,Standard Class,9.84,3,0.0,0.0,6.59,3.2472
Dean Braden,Consumer,South,Florida,Port Saint Lucie,Avery Non-Stick Binders,Office Supplies,Binders,2013-05-21,5,2013,2013-05-25,5,2013,4,Standard Class,2.694,2,0.7,1.89,4.94,-2.245
Denny Ordway,Consumer,West,Arizona,Mesa,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Office Supplies,Paper,2014-06-03,6,2014,2014-06-06,6,2014,3,Second Class,25.344,6,0.2,5.07,17.42,7.92
Denny Ordway,Consumer,West,Arizona,Mesa,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",Office Supplies,Envelopes,2014-06-03,6,2014,2014-06-06,6,2014,3,Second Class,43.92,5,0.2,8.78,28.0,15.921
Frank Atkinson,Corporate,West,Colorado,Denver,Lexmark S315 Color Inkjet Printer,Technology,Machines,2012-10-30,10,2012,2012-11-02,11,2012,3,Second Class,59.994,2,0.7,42.0,105.99,-45.9954
Frank Atkinson,Corporate,West,Colorado,Denver,Sharp 1540cs Digital Laser Copier,Technology,Copiers,2012-10-30,10,2012,2012-11-02,11,2012,3,Second Class,439.992,1,0.2,88.0,275.0,164.997
Frank Atkinson,Corporate,West,Colorado,Denver,OtterBox Commuter Series Case - iPhone 5 & 5s,Technology,Phones,2012-10-30,10,2012,2012-11-02,11,2012,3,Second Class,87.96,5,0.2,17.59,57.17,30.786
Frank Atkinson,Corporate,West,Colorado,Denver,"Eldon Regeneration Recycled Desk Accessories, Black",Furniture,Furnishings,2012-10-30,10,2012,2012-11-02,11,2012,3,Second Class,15.488,4,0.2,3.1,11.81,3.6784
Quincy Jones,Corporate,South,Virginia,Springfield,GBC Twin Loop Wire Binding Elements,Office Supplies,Binders,2013-10-16,10,2013,2013-10-21,10,2013,5,Standard Class,232.96,7,0.0,0.0,116.48,116.48
Quincy Jones,Corporate,South,Virginia,Springfield,#10 Self-Seal White Envelopes,Office Supplies,Envelopes,2013-10-16,10,2013,2013-10-21,10,2013,5,Standard Class,66.54,6,0.0,0.0,33.94,32.6046
Quincy Jones,Corporate,South,Virginia,Springfield,Holmes Odor Grabber,Office Supplies,Appliances,2013-10-16,10,2013,2013-10-21,10,2013,5,Standard Class,43.26,3,0.0,0.0,28.98,14.2758
Tony Chapman,Home Office,West,Washington,Seattle,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",Furniture,Furnishings,2012-11-19,11,2012,2012-11-21,11,2012,2,Second Class,141.96,2,0.0,0.0,119.25,22.7136
Odella Nelson,Corporate,West,Arizona,Tempe,Eldon File Chest Portable File,Office Supplies,Storage,2011-09-13,9,2011,2011-09-17,9,2011,4,Standard Class,79.4,5,0.2,15.88,73.45,5.955
Alan Dominguez,Home Office,East,New York,Yonkers,KeyTronic 6101 Series - Keyboard - Black,Technology,Accessories,2014-11-14,11,2014,2014-11-19,11,2014,5,Second Class,163.96,4,0.0,0.0,93.46,70.5028
Ann Chong,Corporate,East,New York,Rochester,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Furniture,Furnishings,2014-12-25,12,2014,2014-12-30,12,2014,5,Standard Class,37.93,1,0.0,0.0,31.1,6.8274
Maureen Fritzler,Corporate,East,Ohio,Toledo,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Furniture,Furnishings,2013-01-09,1,2013,2013-01-13,1,2013,4,Second Class,15.168,2,0.2,3.03,11.38,3.792
Dave Hallsten,Corporate,South,Alabama,Decatur,Newell 31,Office Supplies,Art,2012-06-13,6,2012,2012-06-19,6,2012,6,Standard Class,24.78,6,0.0,0.0,17.84,6.9384
Dave Hallsten,Corporate,South,Alabama,Decatur,Avery Heavy-Duty EZD View Binder with Locking Rings,Office Supplies,Binders,2012-06-13,6,2012,2012-06-19,6,2012,6,Standard Class,19.14,3,0.0,0.0,10.34,8.8044
Dave Hallsten,Corporate,South,Alabama,Decatur,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Technology,Copiers,2012-06-13,6,2012,2012-06-19,6,2012,6,Standard Class,899.97,3,0.0,0.0,584.98,314.9895
Dave Hallsten,Corporate,South,Alabama,Decatur,Xerox 204,Office Supplies,Paper,2012-06-13,6,2012,2012-06-19,6,2012,6,Standard Class,32.4,5,0.0,0.0,16.85,15.552
Edward Nazzal,Consumer,Central,Texas,Dallas,Peel-Off China Markers,Office Supplies,Art,2014-03-19,3,2014,2014-03-23,3,2014,4,Standard Class,23.832,3,0.2,4.77,17.28,6.5538
Saphhira Shifley,Corporate,Central,Texas,Mesquite,Staples,Furniture,Furnishings,2011-11-23,11,2011,2011-11-27,11,2011,4,Standard Class,6.368,2,0.6,3.82,8.92,-2.5472
Saphhira Shifley,Corporate,Central,Texas,Mesquite,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Office Supplies,Appliances,2011-11-23,11,2011,2011-11-27,11,2011,4,Standard Class,34.176,3,0.8,27.34,121.32,-87.1488
Saphhira Shifley,Corporate,Central,Texas,Mesquite,Maxell 4.7GB DVD-R 5/Pack,Technology,Accessories,2011-11-23,11,2011,2011-11-27,11,2011,4,Standard Class,5.544,7,0.2,1.11,3.88,1.6632
Roland Schwarz,Corporate,West,California,Los Angeles,Bush Advantage Collection Round Conference Table,Furniture,Tables,2014-10-16,10,2014,2014-10-18,10,2014,2,First Class,510.24,3,0.2,102.05,503.86,6.378
Roland Schwarz,Corporate,West,California,Los Angeles,Xerox 1919,Office Supplies,Paper,2014-10-16,10,2014,2014-10-18,10,2014,2,First Class,204.95,5,0.0,0.0,104.52,100.4255
Joni Wasserman,Consumer,West,Washington,Seattle,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",Technology,Accessories,2014-04-22,4,2014,2014-04-25,4,2014,3,First Class,11.54,1,0.0,0.0,8.08,3.462
Joni Wasserman,Consumer,West,Washington,Seattle,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,Furniture,Furnishings,2014-04-22,4,2014,2014-04-25,4,2014,3,First Class,162.6,3,0.0,0.0,128.45,34.146
Jim Karlsson,Consumer,West,Washington,Olympia,Xerox 1964,Office Supplies,Paper,2011-12-08,12,2011,2011-12-10,12,2011,2,Second Class,45.68,2,0.0,0.0,24.67,21.0128
Jim Karlsson,Consumer,West,Washington,Olympia,DMI Arturo Collection Mission-style Design Wood Chair,Furniture,Chairs,2011-12-08,12,2011,2011-12-10,12,2011,2,Second Class,603.92,5,0.2,120.78,558.63,45.294
Jesus Ocampo,Home Office,Central,Nebraska,Omaha,Plymouth Boxed Rubber Bands by Plymouth,Office Supplies,Fasteners,2014-05-30,5,2014,2014-06-03,6,2014,4,Standard Class,23.55,5,0.0,0.0,22.37,1.1775
Theone Pippenger,Consumer,South,Georgia,Columbus,Letter Slitter,Office Supplies,Supplies,2013-09-20,9,2013,2013-09-24,9,2013,4,Standard Class,5.04,2,0.0,0.0,4.89,0.1512
Theone Pippenger,Consumer,South,Georgia,Columbus,Logitech Wireless Marathon Mouse M705,Technology,Accessories,2013-09-20,9,2013,2013-09-24,9,2013,4,Standard Class,249.95,5,0.0,0.0,142.47,107.4785
Brendan Sweed,Corporate,Central,Indiana,Columbus,Sanford Liquid Accent Highlighters,Office Supplies,Art,2013-09-18,9,2013,2013-09-24,9,2013,6,Standard Class,33.4,5,0.0,0.0,21.04,12.358
Alejandro Ballentine,Home Office,South,Mississippi,Jackson,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Furniture,Furnishings,2013-12-21,12,2013,2013-12-25,12,2013,4,Standard Class,18.92,4,0.0,0.0,11.54,7.3788
Alejandro Ballentine,Home Office,South,Mississippi,Jackson,DXL Angle-View Binders with Locking Rings by Samsill,Office Supplies,Binders,2013-12-21,12,2013,2013-12-25,12,2013,4,Standard Class,15.42,2,0.0,0.0,8.48,6.939
Frank Olsen,Consumer,Central,Texas,Houston,Newell 314,Office Supplies,Art,2014-11-23,11,2014,2014-11-27,11,2014,4,Standard Class,35.712,8,0.2,7.14,33.48,2.232
Maureen Fritzler,Corporate,West,Arizona,Phoenix,Ibico Ibimaster 300 Manual Binding System,Office Supplies,Binders,2011-12-30,12,2011,2012-01-04,1,2012,5,Standard Class,551.985,5,0.7,386.39,1011.97,-459.9875
Sue Ann Reed,Consumer,Central,Illinois,Chicago,Prang Colored Pencils,Office Supplies,Art,2014-04-04,4,2014,2014-04-06,4,2014,2,First Class,7.056,3,0.2,1.41,4.85,2.205
Sally Hughsby,Corporate,West,Colorado,Denver,Harmony HEPA Quiet Air Purifiers,Office Supplies,Appliances,2013-12-27,12,2013,2014-01-03,1,2014,7,Standard Class,18.72,2,0.2,3.74,15.21,3.51
Janet Lee,Consumer,East,Delaware,Newark,Standard Rollaway File with Lock,Office Supplies,Storage,2013-06-06,6,2013,2013-06-12,6,2013,6,Standard Class,360.38,2,0.0,0.0,266.68,93.6988
Janet Lee,Consumer,East,Delaware,Newark,Newell 314,Office Supplies,Art,2013-06-06,6,2013,2013-06-12,6,2013,6,Standard Class,11.16,2,0.0,0.0,8.37,2.79
Janet Lee,Consumer,East,Delaware,Newark,Avery White Multi-Purpose Labels,Office Supplies,Labels,2013-06-06,6,2013,2013-06-12,6,2013,6,Standard Class,14.94,3,0.0,0.0,8.07,6.8724
Ken Heidel,Corporate,East,Maryland,Clinton,Acco Perma 3000 Stacking Storage Drawers,Office Supplies,Storage,2012-09-18,9,2012,2012-09-23,9,2012,5,Standard Class,41.96,2,0.0,0.0,33.99,7.9724
Ken Heidel,Corporate,East,Maryland,Clinton,Safco Industrial Wire Shelving System,Office Supplies,Storage,2012-09-18,9,2012,2012-09-23,9,2012,5,Standard Class,636.86,7,0.0,0.0,636.86,0.0
Ken Heidel,Corporate,East,Maryland,Clinton,Samsung Galaxy S4 Active,Technology,Phones,2012-09-18,9,2012,2012-09-23,9,2012,5,Standard Class,499.99,1,0.0,0.0,369.99,129.9974
Ken Heidel,Corporate,East,Maryland,Clinton,Polycom VVX 310 VoIP phone,Technology,Phones,2012-09-18,9,2012,2012-09-23,9,2012,5,Standard Class,1259.93,7,0.0,0.0,932.35,327.5818
Ken Heidel,Corporate,East,Maryland,Clinton,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",Office Supplies,Binders,2012-09-18,9,2012,2012-09-23,9,2012,5,Standard Class,65.08,4,0.0,0.0,33.19,31.8892
Roland Murray,Consumer,East,New York,New York City,Xerox 1883,Office Supplies,Paper,2014-03-07,3,2014,2014-03-12,3,2014,5,Second Class,26.38,1,0.0,0.0,14.25,12.1348
Roland Murray,Consumer,East,New York,New York City,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Furniture,Furnishings,2014-03-07,3,2014,2014-03-12,3,2014,5,Second Class,71.97,3,0.0,0.0,55.42,16.5531
Vivian Mathis,Consumer,East,Delaware,Newark,Plantronics Voyager Pro HD - Bluetooth Headset,Technology,Phones,2013-03-18,3,2013,2013-03-18,3,2013,0,Same Day,129.98,2,0.0,0.0,67.59,62.3904
Vivian Mathis,Consumer,East,Delaware,Newark,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",Office Supplies,Binders,2013-03-18,3,2013,2013-03-18,3,2013,0,Same Day,32.54,2,0.0,0.0,16.6,15.9446
Logan Haushalter,Consumer,Central,Michigan,Jackson,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",Technology,Phones,2013-12-10,12,2013,2013-12-14,12,2013,4,Standard Class,10.9,1,0.0,0.0,7.85,3.052
Logan Haushalter,Consumer,Central,Michigan,Jackson,Logitech Trackman Marble Mouse,Technology,Accessories,2013-12-10,12,2013,2013-12-14,12,2013,4,Standard Class,59.98,2,0.0,0.0,34.79,25.1916
Logan Haushalter,Consumer,Central,Michigan,Jackson,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Office Supplies,Appliances,2013-12-10,12,2013,2013-12-14,12,2013,4,Standard Class,61.929,1,0.1,6.19,38.53,23.3954
William Brown,Consumer,East,New York,New York City,"#10 Gummed Flap White Envelopes, 100/Box",Office Supplies,Envelopes,2013-01-15,1,2013,2013-01-21,1,2013,6,Standard Class,16.52,4,0.0,0.0,8.92,7.5992
William Brown,Consumer,East,New York,New York City,Xerox 1959,Office Supplies,Paper,2013-01-15,1,2013,2013-01-21,1,2013,6,Standard Class,60.12,9,0.0,0.0,31.26,28.8576
William Brown,Consumer,East,New York,New York City,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",Office Supplies,Binders,2013-01-15,1,2013,2013-01-21,1,2013,6,Standard Class,49.536,3,0.2,9.91,32.2,17.3376
Arthur Prichep,Consumer,South,South Carolina,Rock Hill,Advantus Map Pennant Flags and Round Head Tacks,Office Supplies,Fasteners,2011-10-24,10,2011,2011-10-24,10,2011,0,Same Day,11.85,3,0.0,0.0,8.06,3.792
Russell Applegate,Consumer,South,Georgia,Columbus,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,Office Supplies,Storage,2013-09-24,9,2013,2013-09-29,9,2013,5,Second Class,118.25,5,0.0,0.0,83.96,34.2925
Russell Applegate,Consumer,South,Georgia,Columbus,Hon Mobius Operator's Chair,Furniture,Chairs,2013-09-24,9,2013,2013-09-29,9,2013,5,Second Class,368.97,3,0.0,0.0,287.8,81.1734
Dan Reichenbach,Corporate,West,California,Inglewood,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Furniture,Furnishings,2014-08-28,8,2014,2014-08-30,8,2014,2,Second Class,198.46,2,0.0,0.0,99.23,99.23
Dan Reichenbach,Corporate,West,California,Inglewood,APC 7 Outlet Network SurgeArrest Surge Protector,Office Supplies,Appliances,2014-08-28,8,2014,2014-08-30,8,2014,2,Second Class,321.92,4,0.0,0.0,225.34,96.576
Dan Reichenbach,Corporate,West,California,Inglewood,Sharp 1540cs Digital Laser Copier,Technology,Copiers,2014-08-28,8,2014,2014-08-30,8,2014,2,Second Class,879.984,2,0.2,176.0,549.99,329.994
Dan Reichenbach,Corporate,West,California,Inglewood,Acme Preferred Stainless Steel Scissors,Office Supplies,Supplies,2014-08-28,8,2014,2014-08-30,8,2014,2,Second Class,28.4,5,0.0,0.0,20.16,8.236
Dan Reichenbach,Corporate,West,California,Inglewood,Bevis Steel Folding Chairs,Furniture,Chairs,2014-08-28,8,2014,2014-08-30,8,2014,2,Second Class,230.28,3,0.2,46.06,207.25,23.028
Dan Reichenbach,Corporate,West,California,Inglewood,White Computer Printout Paper by Universal,Office Supplies,Paper,2014-08-28,8,2014,2014-08-30,8,2014,2,Second Class,116.28,3,0.0,0.0,59.3,56.9772
Dan Reichenbach,Corporate,West,California,Inglewood,GBC DocuBind 300 Electric Binding Machine,Office Supplies,Binders,2014-08-28,8,2014,2014-08-30,8,2014,2,Second Class,841.568,2,0.2,168.31,547.02,294.5488
Dan Reichenbach,Corporate,West,California,Inglewood,Sensible Storage WireTech Storage Systems,Office Supplies,Storage,2014-08-28,8,2014,2014-08-30,8,2014,2,Second Class,354.9,5,0.0,0.0,337.16,17.745
Jason Gross,Corporate,Central,Texas,Odessa,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Office Supplies,Paper,2013-03-04,3,2013,2013-03-07,3,2013,3,First Class,42.784,7,0.2,8.56,27.27,15.5092
Jason Gross,Corporate,Central,Texas,Odessa,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Furniture,Chairs,2013-03-04,3,2013,2013-03-07,3,2013,3,First Class,563.43,5,0.3,169.03,619.77,-56.343
Lena Cacioppo,Consumer,East,Ohio,Newark,Newell 34,Office Supplies,Art,2013-03-01,3,2013,2013-03-05,3,2013,4,Standard Class,111.104,7,0.2,22.22,102.77,8.3328
George Bell,Corporate,West,California,Los Angeles,"Quartet Omega Colored Chalk, 12/Pack",Office Supplies,Art,2012-09-18,9,2012,2012-09-23,9,2012,5,Standard Class,11.68,2,0.0,0.0,6.19,5.4896
George Bell,Corporate,West,California,Los Angeles,"Elite 5"" Scissors",Office Supplies,Supplies,2012-09-18,9,2012,2012-09-23,9,2012,5,Standard Class,16.9,2,0.0,0.0,11.83,5.07
George Bell,Corporate,West,California,Los Angeles,Advantus Panel Wall Certificate Holder - 8.5x11,Furniture,Furnishings,2012-09-18,9,2012,2012-09-23,9,2012,5,Standard Class,24.4,2,0.0,0.0,14.15,10.248
Chloris Kastensmidt,Consumer,East,Massachusetts,Everett,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",Office Supplies,Paper,2014-05-13,5,2014,2014-05-18,5,2014,5,Standard Class,87.6,5,0.0,0.0,45.55,42.048
Theresa Swint,Corporate,Central,Wisconsin,West Allis,O'Sullivan Living Dimensions 2-Shelf Bookcases,Furniture,Bookcases,2013-08-14,8,2013,2013-08-19,8,2013,5,Second Class,241.96,2,0.0,0.0,217.76,24.196
Theresa Swint,Corporate,Central,Wisconsin,West Allis,Avery Round Ring Poly Binders,Office Supplies,Binders,2013-08-14,8,2013,2013-08-19,8,2013,5,Second Class,8.52,3,0.0,0.0,4.35,4.1748
Michelle Huthwaite,Consumer,Central,Illinois,Chicago,Avery Hidden Tab Dividers for Binding Systems,Office Supplies,Binders,2014-02-26,2,2014,2014-03-03,3,2014,5,Standard Class,1.788,3,0.8,1.43,4.83,-3.0396
Dario Medina,Corporate,Central,Texas,Houston,Safco Drafting Table,Furniture,Tables,2013-03-22,3,2013,2013-03-26,3,2013,4,Standard Class,99.372,2,0.3,29.81,100.79,-1.4196
Dario Medina,Corporate,Central,Texas,Houston,Prang Dustless Chalk Sticks,Office Supplies,Art,2013-03-22,3,2013,2013-03-26,3,2013,4,Standard Class,1.344,1,0.2,0.27,0.84,0.504
Joel Jenkins,Home Office,Central,Texas,Houston,Nokia Lumia 521 (T-Mobile),Technology,Phones,2012-12-08,12,2012,2012-12-10,12,2012,2,Second Class,119.96,5,0.2,23.99,107.96,11.996
Ken Black,Corporate,South,Florida,Hialeah,Hon Olson Stacker Stools,Furniture,Chairs,2011-12-16,12,2011,2011-12-20,12,2011,4,Second Class,1013.832,9,0.2,202.77,912.45,101.3832
Ken Black,Corporate,South,Florida,Hialeah,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",Office Supplies,Fasteners,2011-12-16,12,2011,2011-12-20,12,2011,4,Second Class,1.984,2,0.2,0.4,1.31,0.6696
Charles McCrossin,Consumer,West,California,San Francisco,Bretford Just In Time Height-Adjustable Multi-Task Work Tables,Furniture,Tables,2013-12-18,12,2013,2013-12-22,12,2013,4,Standard Class,2003.52,6,0.2,400.7,2329.09,-325.572
Filia McAdams,Corporate,East,Pennsylvania,Philadelphia,"Belkin 19"" Vented Equipment Shelf, Black",Office Supplies,Storage,2013-05-13,5,2013,2013-05-18,5,2013,5,Standard Class,82.368,2,0.2,16.47,101.93,-19.5624
Roland Fjeld,Consumer,South,South Carolina,Columbia,"Maxell 74 Minute CD-R Spindle, 50/Pack",Technology,Accessories,2011-08-06,8,2011,2011-08-11,8,2011,5,Second Class,62.91,3,0.0,0.0,40.26,22.6476
Jay Kimmel,Consumer,South,Florida,Miami,"Acco Banker's Clasps, 5 3/4""-Long",Office Supplies,Fasteners,2011-04-11,4,2011,2011-04-13,4,2011,2,Second Class,6.912,3,0.2,1.38,4.58,2.3328
Jay Kimmel,Consumer,South,Florida,Miami,Logitech Wireless Gaming Headset G930,Technology,Accessories,2011-04-11,4,2011,2011-04-13,4,2011,2,Second Class,383.976,3,0.2,76.8,302.38,81.5949
Jay Kimmel,Consumer,South,Florida,Miami,Xerox 224,Office Supplies,Paper,2011-04-11,4,2011,2011-04-13,4,2011,2,Second Class,10.368,2,0.2,2.07,6.74,3.6288
Jay Kimmel,Consumer,South,Florida,Miami,Logitech Wireless Anywhere Mouse MX for PC and Mac,Technology,Accessories,2011-04-11,4,2011,2011-04-13,4,2011,2,Second Class,335.944,7,0.2,67.19,293.95,41.993
Julia Barnett,Home Office,West,California,Chula Vista,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Furniture,Furnishings,2012-05-03,5,2012,2012-05-08,5,2012,5,Standard Class,665.88,6,0.0,0.0,559.34,106.5408
Parhena Norris,Home Office,South,Florida,Miami,OtterBox Defender Series Case - Samsung Galaxy S4,Technology,Phones,2014-12-01,12,2014,2014-12-03,12,2014,2,Second Class,71.976,3,0.2,14.4,62.98,8.997
Luke Foster,Consumer,East,New York,New York City,Xerox 1912,Office Supplies,Paper,2014-02-17,2,2014,2014-02-21,2,2014,4,Standard Class,37.94,2,0.0,0.0,19.73,18.2112
